epoch,step,train_LCA_class0_num,train_LCA_class0_pred_class0,train_LCA_class0_pred_class1,train_LCA_class0_pred_class2,train_LCA_class0_pred_class3,train_LCA_class1_num,train_LCA_class1_pred_class0,train_LCA_class1_pred_class1,train_LCA_class1_pred_class2,train_LCA_class1_pred_class3,train_LCA_class2_num,train_LCA_class2_pred_class0,train_LCA_class2_pred_class1,train_LCA_class2_pred_class2,train_LCA_class2_pred_class3,train_LCA_class3_num,train_LCA_class3_pred_class0,train_LCA_class3_pred_class1,train_LCA_class3_pred_class2,train_LCA_class3_pred_class3,train_LCA_loss,train_combined_loss,val_LCA_class0_num,val_LCA_class0_pred_class0,val_LCA_class0_pred_class1,val_LCA_class0_pred_class2,val_LCA_class0_pred_class3,val_LCA_class1_num,val_LCA_class1_pred_class0,val_LCA_class1_pred_class1,val_LCA_class1_pred_class2,val_LCA_class1_pred_class3,val_LCA_class2_num,val_LCA_class2_pred_class0,val_LCA_class2_pred_class1,val_LCA_class2_pred_class2,val_LCA_class2_pred_class3,val_LCA_class3_num,val_LCA_class3_pred_class0,val_LCA_class3_pred_class1,val_LCA_class3_pred_class2,val_LCA_class3_pred_class3,val_LCA_loss,val_combined_loss
0,61,,,,,,,,,,,,,,,,,,,,,,,2031.8441162109375,0.7475453615188599,0.2508169412612915,0.001015563146211207,0.0006220788927748799,1809.58447265625,0.3735041320323944,0.6252442598342896,0.0005967615870758891,0.0006548415403813124,415.11688232421875,0.6488426923751831,0.3497501015663147,0.0008032409241423011,0.0006039630970917642,32.155845642089844,0.7104768753051758,0.2879275381565094,0.001054501160979271,0.0005411255406215787,0.8726170659065247,0.8726170659065247
0,61,2031.8441162109375,0.7475453615188599,0.2508169412612915,0.001015563146211207,0.0006220788927748799,1809.58447265625,0.3735041320323944,0.6252442598342896,0.0005967615870758891,0.0006548415403813124,415.11688232421875,0.6488426923751831,0.3497501015663147,0.0008032409241423011,0.0006039630970917642,32.155845642089844,0.7104768753051758,0.2879275381565094,0.001054501160979271,0.0005411255406215787,0.8726170659065247,0.8726170659065247,,,,,,,,,,,,,,,,,,,,,,
