epoch,step,train_LCA_class0_num,train_LCA_class0_pred_class0,train_LCA_class0_pred_class1,train_LCA_class0_pred_class2,train_LCA_class0_pred_class3,train_LCA_class1_num,train_LCA_class1_pred_class0,train_LCA_class1_pred_class1,train_LCA_class1_pred_class2,train_LCA_class1_pred_class3,train_LCA_class2_num,train_LCA_class2_pred_class0,train_LCA_class2_pred_class1,train_LCA_class2_pred_class2,train_LCA_class2_pred_class3,train_LCA_class3_num,train_LCA_class3_pred_class0,train_LCA_class3_pred_class1,train_LCA_class3_pred_class2,train_LCA_class3_pred_class3,train_LCA_loss,train_combined_loss,val_LCA_class0_num,val_LCA_class0_pred_class0,val_LCA_class0_pred_class1,val_LCA_class0_pred_class2,val_LCA_class0_pred_class3,val_LCA_class1_num,val_LCA_class1_pred_class0,val_LCA_class1_pred_class1,val_LCA_class1_pred_class2,val_LCA_class1_pred_class3,val_LCA_class2_num,val_LCA_class2_pred_class0,val_LCA_class2_pred_class1,val_LCA_class2_pred_class2,val_LCA_class2_pred_class3,val_LCA_class3_num,val_LCA_class3_pred_class0,val_LCA_class3_pred_class1,val_LCA_class3_pred_class2,val_LCA_class3_pred_class3,val_LCA_loss,val_combined_loss
0,61,,,,,,,,,,,,,,,,,,,,,,,2031.8441162109375,0.8564695119857788,0.12274854630231857,0.020774874836206436,7.0504956966033205e-06,1809.58447265625,0.23628635704517365,0.7268249988555908,0.036888718605041504,0.0,415.11688232421875,0.4412762522697449,0.3229998052120209,0.23572391271591187,0.0,32.155845642089844,0.5066762566566467,0.2460874766111374,0.24723628163337708,0.0,0.6321195363998413,0.6321195363998413
0,61,2031.8441162109375,0.8564695119857788,0.12274854630231857,0.020774874836206436,7.0504956966033205e-06,1809.58447265625,0.23628635704517365,0.7268249988555908,0.036888718605041504,0.0,415.11688232421875,0.4412762522697449,0.3229998052120209,0.23572391271591187,0.0,32.155845642089844,0.5066762566566467,0.2460874766111374,0.24723628163337708,0.0,0.6321195363998413,0.6321195363998413,,,,,,,,,,,,,,,,,,,,,,
